	Green	Pink	Brown	S1	S2
denovo6550	1	0	0	0	0
denovo8296	0	1	0	0	0
denovo8297	0	1	0	0	0
denovo8294	0	0	1	0	0
denovo8295	0	0	1	0	0
denovo8292	0	0	0	1	0
denovo8293	0	0	1	0	0
denovo8290	0	3	3	0	0
denovo8291	0	0	1	0	0
denovo8298	0	1	0	0	0
denovo8299	0	0	1	0	0
denovo2074	0	0	0	0	1
denovo2075	0	0	0	1	0
denovo2076	0	1	0	0	0
denovo2077	0	0	0	6	1
denovo2070	0	0	0	1	0
denovo2071	0	0	1	0	0
denovo2072	1	0	0	0	0
denovo2073	0	0	0	0	1
denovo2078	0	0	0	1	0
denovo2079	1	0	0	0	0
denovo4894	0	0	0	1	0
denovo4895	1	0	0	0	0
denovo4896	0	1	0	0	0
denovo4897	0	2	1	0	0
denovo4890	0	0	0	1	0
denovo4891	1	0	0	0	0
denovo4892	0	0	0	1	0
denovo4893	0	0	0	1	0
denovo8120	0	1	0	0	0
denovo8121	0	0	0	1	0
denovo8122	1	1	2	0	0
denovo8123	0	0	1	0	0
denovo4898	0	0	1	2	0
denovo4899	0	0	1	0	0
denovo8126	0	0	1	0	0
denovo8127	0	0	1	0	0
denovo7608	0	0	0	1	0
denovo7609	1	0	0	0	0
denovo11268	0	1	0	0	0
denovo11269	0	0	0	1	0
denovo7604	2	0	0	0	0
denovo7605	0	1	0	0	0
denovo7606	0	0	1	0	0
denovo7607	0	0	0	1	0
denovo7600	0	0	1	0	0
denovo7601	0	0	0	1	0
denovo7602	1	0	0	0	0
denovo7603	0	0	0	0	1
denovo3385	0	1	0	0	0
denovo3384	0	0	1	0	0
denovo3387	0	1	0	0	0
denovo3386	0	0	0	0	1
denovo3381	0	0	0	1	0
denovo3380	0	0	0	1	0
denovo3383	0	0	0	0	1
denovo3382	0	0	0	1	0
denovo3389	0	0	1	0	0
denovo3388	0	0	1	0	0
denovo5765	0	0	0	1	0
denovo5764	0	0	0	1	0
denovo5767	0	0	0	1	0
denovo5766	0	1	0	0	0
denovo5761	0	0	1	0	0
denovo5760	1	0	0	0	0
denovo2388	0	1	0	0	0
denovo2389	0	0	1	0	0
denovo2386	1	0	0	0	0
denovo2387	0	0	0	0	1
denovo2384	0	1	0	0	0
denovo2385	0	0	0	0	1
denovo2382	0	0	0	1	0
denovo2383	0	0	0	1	0
denovo2380	0	0	0	1	0
denovo2381	0	0	0	0	1
denovo3039	1	1	0	0	0
denovo3038	0	1	0	0	0
denovo3037	0	0	0	0	1
denovo3036	0	0	0	0	1
denovo3035	0	0	1	0	0
denovo3034	0	1	0	0	0
denovo3033	0	0	0	0	1
denovo3032	0	0	1	0	0
denovo3031	0	0	0	0	1
denovo3030	0	0	4	1	3
denovo2928	0	0	0	1	0
denovo2929	0	0	1	0	0
denovo2922	0	0	1	0	0
denovo2923	0	0	0	1	0
denovo2920	0	0	2	0	0
denovo2921	1	0	0	0	0
denovo2926	0	0	0	0	2
denovo2927	1	0	0	0	0
denovo2924	0	0	0	0	1
denovo2925	0	1	0	0	0
denovo6238	0	1	3	1	0
denovo6239	1	0	0	0	0
denovo6232	0	0	0	1	0
denovo6233	0	0	1	0	0
denovo6230	0	0	0	1	0
denovo6231	0	0	0	1	0
denovo6236	0	0	0	1	1
denovo6237	0	1	0	0	0
denovo6234	0	0	0	1	0
denovo6235	0	0	1	0	0
denovo4568	3	0	0	0	0
denovo4569	0	1	0	0	0
denovo4564	0	0	0	1	0
denovo4565	0	1	0	0	0
denovo4566	1	0	0	0	0
denovo4567	0	0	0	1	0
denovo4560	0	0	0	0	1
denovo4561	0	0	2	0	0
denovo4562	0	0	0	1	0
denovo4563	0	0	0	1	0
denovo19808	0	0	2	0	0
denovo19809	0	0	1	0	0
denovo19802	0	0	0	1	0
denovo19803	0	0	0	0	1
denovo19800	0	0	0	1	0
denovo19801	1	0	0	0	0
denovo19806	0	16	2	0	0
denovo19807	0	0	1	0	0
denovo19804	1	0	0	0	0
denovo19805	0	0	1	0	0
denovo14001	1	0	0	0	0
denovo14000	0	0	0	1	0
denovo14003	0	0	0	0	1
denovo14002	0	0	1	0	0
denovo14005	0	1	0	0	0
denovo14004	2	0	0	0	0
denovo14007	0	1	0	0	0
denovo14006	0	0	1	1	0
denovo15006	0	0	1	0	0
denovo15007	0	0	0	1	0
denovo15004	0	0	0	1	0
denovo15005	0	1	0	0	0
denovo15002	1	0	0	0	0
denovo15003	0	1	0	0	0
denovo15000	0	0	0	1	0
denovo15001	0	1	0	0	0
denovo15008	0	0	1	0	0
denovo15009	1	0	0	0	0
denovo8634	1	0	0	0	0
denovo8635	1	0	0	0	0
denovo8636	0	0	0	2	0
denovo8637	0	0	0	0	1
denovo11464	0	2	1	0	0
denovo8631	0	0	0	0	1
denovo8632	0	1	0	0	0
denovo11467	0	0	0	0	2
denovo10517	0	1	0	0	1
denovo15748	0	0	0	1	0
denovo14755	0	0	1	0	0
denovo14754	0	0	1	0	0
denovo14757	0	0	1	4	1
denovo14756	0	1	0	0	0
denovo14751	1	0	0	0	0
denovo14750	0	0	0	1	0
denovo14753	1	0	0	0	0
denovo14752	1	0	0	0	0
denovo14759	0	0	0	1	0
denovo14758	1	0	0	0	0
denovo19589	0	1	0	0	0
denovo19588	0	2	5	3	0
denovo10518	0	0	0	0	1
denovo19059	1	0	0	0	0
denovo19058	1	0	0	0	0
denovo19051	0	1	0	0	0
denovo19050	0	0	0	0	1
denovo19053	0	0	1	0	0
denovo19052	1	0	0	0	0
denovo19055	0	0	0	1	0
denovo19054	1	0	0	0	0
denovo19057	0	1	0	0	0
denovo19056	0	0	1	0	0
denovo22448	0	0	0	1	0
denovo22449	0	0	0	0	1
denovo22444	0	1	0	0	0
denovo22445	1	0	0	0	0
denovo22446	0	0	0	5	0
denovo22447	0	0	0	1	0
denovo22440	0	0	1	0	0
denovo22441	1	0	0	0	0
denovo22442	0	1	0	0	0
denovo22443	0	1	0	0	0
denovo20356	0	1	0	0	0
denovo20357	0	1	0	0	0
denovo20354	1	0	0	0	0
denovo20355	1	0	0	0	0
denovo20352	3	0	0	0	0
denovo20353	0	1	0	0	0
denovo20350	0	1	0	0	0
denovo20351	0	0	0	1	0
denovo20358	0	0	1	0	0
denovo20359	0	1	0	0	0
denovo24846	0	1	0	0	0
denovo24847	0	0	0	1	0
denovo24844	0	0	0	1	0
denovo24845	0	0	0	1	0
denovo24842	0	0	1	0	0
denovo24843	0	0	0	1	0
denovo24840	0	0	0	1	0
denovo24841	0	0	1	0	0
denovo24848	0	1	0	0	0
denovo24849	1	0	0	0	0
denovo12348	0	0	0	1	0
denovo12349	0	0	0	1	0
denovo12344	0	0	0	1	0
denovo12345	1	0	0	0	0
denovo12346	0	0	0	1	0
denovo12347	0	0	0	0	1
denovo12340	0	0	0	1	0
denovo12341	1	0	0	1	0
denovo12342	0	0	1	0	0
denovo12343	0	0	0	1	0
denovo92	0	0	0	1	0
denovo93	0	0	0	0	3
denovo90	0	0	1	0	1
denovo91	0	1	0	0	0
denovo96	0	1	0	0	0
denovo97	0	0	0	2	0
denovo94	0	0	0	0	1
denovo95	0	0	0	1	0
denovo98	0	0	0	1	0
denovo99	0	0	1	0	0
denovo21405	0	0	0	0	1
denovo21404	0	0	0	0	1
denovo21407	0	0	0	2	0
denovo21406	0	1	0	0	0
denovo21401	0	0	0	1	0
denovo21400	0	0	0	1	0
denovo21403	0	0	0	0	1
denovo21402	0	0	0	1	0
denovo21409	0	1	0	0	0
denovo21408	0	0	0	1	0
denovo20332	0	1	0	0	0
denovo20333	0	0	0	1	0
denovo24154	2	0	0	0	0
denovo24155	0	1	0	0	0
denovo24156	0	0	0	1	0
denovo24157	0	0	0	1	0
denovo24150	0	1	0	0	0
denovo24151	0	1	0	0	0
denovo24152	0	0	0	1	0
denovo24153	0	1	0	0	0
denovo24158	0	0	0	0	1
denovo24159	0	2	0	0	0
denovo1291	0	1	0	0	0
denovo1290	1	0	0	0	0
denovo1293	0	1	0	0	0
denovo1292	1	0	0	0	0
denovo1295	0	2	0	0	0
denovo1294	0	0	1	0	0
denovo1297	0	0	1	0	0
denovo1296	0	1	0	0	0
denovo1299	0	1	0	0	0
denovo1298	1	0	0	0	0
denovo8728	0	1	0	0	0
denovo8729	0	1	1	0	1
denovo8726	0	1	0	0	0
denovo8727	0	0	3	3	0
denovo8724	0	0	1	0	0
denovo8725	1	0	0	0	0
denovo8722	0	0	0	0	1
denovo8723	0	0	1	0	0
denovo8720	0	0	1	0	0
denovo8721	0	0	1	0	0
denovo11068	1	0	0	0	0
denovo11069	0	0	1	0	0
denovo11064	0	1	0	0	0
denovo11065	1	0	0	0	0
denovo11066	1	0	0	0	0
denovo11067	1	0	0	0	0
denovo11060	0	0	1	0	0
denovo11061	0	1	0	0	0
denovo11062	0	0	1	0	0
denovo11063	0	0	1	0	0
denovo20433	3	0	0	0	0
denovo20432	0	0	1	0	0
denovo20431	0	0	1	0	0
denovo20430	0	0	0	2	0
denovo20437	1	0	0	0	0
denovo20436	1	0	0	0	0
denovo20435	0	0	0	1	0
denovo20434	0	0	0	1	0
denovo25409	0	0	1	0	0
denovo25408	0	1	0	0	0
denovo20439	1	0	0	0	0
denovo20438	0	0	1	0	0
denovo9099	0	0	0	1	0
denovo9098	0	0	0	1	1
denovo9097	0	0	1	0	0
denovo9096	1	0	1	0	0
denovo9095	1	0	0	0	0
denovo9094	0	0	1	0	0
denovo9093	0	0	0	1	0
denovo9092	0	0	0	1	0
denovo9091	0	0	0	0	1
denovo9090	1	0	0	0	0
denovo3639	0	0	0	1	0
denovo3638	0	1	0	0	0
denovo3635	0	1	0	0	0
denovo3634	1	0	0	0	0
denovo3637	0	1	0	0	0
denovo3636	0	1	0	0	0
denovo3631	0	0	0	0	1
denovo3630	0	0	1	0	0
denovo3633	0	1	0	0	0
denovo3632	0	0	1	1	0
denovo7529	0	0	0	1	0
denovo7528	1	0	0	0	0
denovo7525	0	1	0	0	0
denovo7524	0	0	0	0	1
denovo7527	0	1	0	0	0
denovo7526	0	1	0	0	0
denovo7521	0	1	0	0	0
denovo7520	0	0	1	0	0
denovo7523	0	0	0	1	0
denovo7522	1	0	0	0	0
denovo18923	0	1	0	0	0
denovo7297	1	0	0	0	0
denovo7296	0	0	0	1	0
denovo7295	0	0	1	0	0
denovo7294	0	0	0	1	0
denovo7293	1	2	0	1	0
denovo7292	0	1	0	0	0
denovo7291	0	0	1	0	0
denovo7290	0	0	1	0	0
denovo11938	0	0	0	1	0
denovo11939	0	0	1	0	0
denovo7299	0	0	0	1	0
denovo7298	1	0	0	0	0
denovo25557	0	0	1	0	0
denovo25556	0	0	1	0	0
denovo10085	0	0	0	1	0
denovo10084	0	0	0	1	0
denovo10087	0	0	1	0	0
denovo10086	0	0	0	1	0
denovo10081	0	1	0	0	0
denovo10080	0	0	1	0	0
denovo10083	0	1	0	0	0
denovo10082	0	0	0	1	0
denovo21388	0	0	0	1	0
denovo21389	1	0	0	0	0
denovo10089	0	0	1	0	0
denovo10088	0	0	0	1	0
denovo13574	0	2	2	0	0
denovo13575	0	0	1	0	0
denovo13576	0	0	0	1	0
denovo13577	0	1	0	0	0
denovo13570	0	0	1	0	0
denovo13571	0	1	3	0	0
denovo13572	1	0	0	0	0
denovo13573	0	0	1	0	0
denovo13578	0	0	1	0	0
denovo13579	0	1	0	0	0
denovo4362	0	4	0	0	0
denovo4363	0	0	0	1	0
denovo4360	3	1	0	0	0
denovo4361	0	0	0	2	0
denovo4366	0	0	1	0	0
denovo4367	0	0	0	1	0
denovo4364	0	0	0	0	1
denovo4365	0	1	0	0	0
denovo4368	2	2	0	0	0
denovo4369	0	0	0	0	1
denovo25559	1	0	0	0	0
denovo25558	0	0	1	0	0
denovo12629	0	0	0	1	0
denovo12628	0	1	0	0	0
denovo12623	0	8	21	7	3
denovo12622	0	0	0	1	0
denovo12621	0	1	0	0	0
denovo12620	1	0	0	0	0
denovo12627	0	0	1	0	0
denovo12626	0	0	0	1	0
denovo12625	0	0	1	0	0
denovo12624	0	0	1	0	0
denovo17053	0	0	0	1	0
denovo17052	0	0	0	1	0
denovo17051	0	0	1	0	0
denovo17050	0	1	0	0	0
denovo17057	1	0	0	0	0
denovo17056	0	1	0	0	0
denovo17055	0	0	0	0	1
denovo17054	0	1	0	0	0
denovo17059	1	0	0	0	0
denovo17058	1	0	0	0	0
denovo22129	0	0	1	0	0
denovo22128	0	0	1	0	0
denovo22123	0	0	1	0	0
denovo22122	0	0	0	0	1
denovo22121	0	0	1	0	0
denovo22120	0	0	1	0	0
denovo22127	0	0	1	0	0
denovo22126	0	1	2	3	0
denovo22125	1	0	0	0	0
denovo22124	0	0	1	0	0
denovo5105	0	0	1	0	0
denovo5104	1	1	0	0	0
denovo5107	0	0	0	1	0
denovo5106	0	0	0	1	0
denovo5101	0	1	0	0	0
denovo5100	0	0	1	0	0
denovo5103	0	0	0	1	0
denovo5102	0	0	0	1	0
denovo3990	0	0	1	0	0
denovo3991	0	0	1	0	0
denovo3992	0	0	0	1	0
denovo3993	0	0	1	0	0
denovo5109	0	0	1	0	0
denovo5108	0	0	1	0	0
denovo3996	0	0	1	0	0
denovo3997	0	0	0	1	1
denovo6458	0	0	0	1	0
denovo6459	0	0	0	1	0
denovo6452	0	0	0	1	0
denovo6453	0	0	1	0	0
denovo6450	0	1	0	0	0
denovo6451	0	0	0	1	0
denovo6456	0	0	0	0	1
denovo6457	0	1	0	0	0
denovo6454	0	0	0	1	0
denovo6455	7	0	1	0	0
denovo16014	0	0	0	1	0
denovo16015	0	0	0	1	0
denovo16016	0	1	1	0	0
denovo16017	1	0	0	0	0
denovo16010	0	0	0	1	0
denovo16011	0	2	0	0	0
denovo16012	0	1	0	0	0
denovo16013	0	0	0	1	0
denovo16018	0	0	0	2	0
denovo16019	0	0	0	0	1
denovo2225	0	0	0	0	1
denovo2224	1	0	0	0	0
denovo2227	0	0	0	1	0
denovo2226	1	0	0	0	0
denovo2221	0	2	0	0	0
denovo2220	0	1	0	0	0
denovo2223	0	0	0	1	0
denovo2222	0	1	0	0	0
denovo2229	0	0	0	1	0
denovo2228	0	1	0	0	0
denovo11549	0	1	0	0	0
denovo11548	0	0	0	1	0
denovo11543	0	1	0	0	0
denovo11542	0	0	1	0	0
denovo11541	0	3	7	3	2
denovo11540	1	3	0	0	0
denovo11547	0	1	0	0	0
denovo11546	0	1	0	0	0
denovo11545	1	0	0	0	0
denovo11544	0	0	0	0	1
denovo25368	0	0	1	0	0
denovo16577	0	1	0	0	0
denovo16576	1	0	0	0	0
denovo25360	0	0	0	1	0
denovo25361	4	0	0	0	0
denovo25362	0	1	0	0	0
denovo25363	0	1	0	0	0
denovo25364	0	0	0	1	0
denovo16575	0	0	0	1	7
denovo25366	1	0	0	0	0
denovo25367	1	0	0	0	0
denovo16574	1	0	0	0	0
denovo16573	0	0	0	1	0
denovo16572	0	1	0	0	0
denovo3178	0	0	0	1	0
denovo3179	1	0	0	0	0
denovo16571	0	0	1	0	0
denovo3172	1	0	0	0	0
denovo3173	0	0	2	12	4
denovo3170	0	1	0	0	0
denovo3171	1	0	0	0	0
denovo3176	0	0	0	0	1
denovo3177	0	0	0	0	1
denovo3174	1	0	0	0	0
denovo3175	0	1	0	0	0
denovo10931	0	1	0	0	0
denovo10930	0	0	1	0	0
denovo10933	9	0	0	0	0
denovo10932	0	0	0	1	0
denovo10935	19	32	2	4	0
denovo10934	0	0	0	1	0
denovo10937	1	0	0	0	0
denovo10936	0	0	0	0	1
denovo19639	0	1	0	0	0
denovo19638	0	2	2	0	5
denovo10938	0	0	1	0	0
denovo19631	0	1	0	0	0
denovo19630	0	0	0	1	0
denovo19633	0	1	1	0	0
denovo19632	0	0	1	0	0
denovo19635	0	1	0	0	0
denovo19634	0	1	0	0	0
denovo19637	0	2	0	0	0
denovo19636	0	1	0	0	0
denovo21177	0	0	1	0	0
denovo21176	1	0	0	0	0
denovo16326	0	0	0	1	0
denovo6945	0	1	0	0	1
denovo16324	0	0	0	0	1
denovo16325	0	2	0	0	0
denovo16322	0	1	0	0	0
denovo16323	0	1	0	0	0
denovo578	0	0	0	1	0
denovo579	0	0	0	0	1
denovo6942	0	0	0	2	0
denovo572	0	0	0	1	0
denovo573	1	0	0	0	0
denovo570	0	0	1	0	0
denovo571	1	0	0	0	0
denovo576	0	0	0	1	0
denovo577	0	0	0	1	0
denovo574	0	0	0	0	1
denovo575	0	0	0	1	0
denovo15635	0	1	0	0	0
denovo15634	0	0	1	0	0
denovo15637	0	1	0	0	0
denovo15636	0	0	0	1	0
denovo15631	1	0	0	0	0
denovo15630	1	0	0	0	0
denovo15633	1	0	0	0	0
denovo15632	5	0	0	0	0
denovo15639	1	1	0	0	0
denovo15638	3	0	0	0	0
denovo24801	0	0	5	3	1
denovo11323	0	0	0	1	4
denovo13778	0	1	3	1	0
denovo13779	7	0	0	0	0
denovo13772	0	0	3	0	0
denovo13773	0	1	0	0	0
denovo13770	0	0	1	0	0
denovo13771	0	1	0	0	0
denovo13776	0	0	2	0	0
denovo13777	0	0	0	1	0
denovo13774	1	0	0	0	0
denovo13775	0	0	1	0	0
denovo1440	0	0	0	1	0
denovo14278	0	0	0	1	0
denovo1441	0	0	0	0	1
denovo14276	0	1	0	0	0
denovo14277	0	0	1	0	0
denovo14274	0	1	0	0	0
denovo14275	1	0	0	0	0
denovo14272	0	0	2	2	0
denovo1442	0	0	0	0	1
denovo14270	0	1	0	0	0
denovo14271	0	0	1	0	0
denovo1443	0	1	0	0	0
denovo1444	0	5	2	3	0
denovo1445	0	0	1	0	0
denovo20253	0	0	0	0	1
denovo20252	0	0	1	0	0
denovo20251	0	0	0	1	0
denovo20250	1	0	0	0	0
denovo20257	0	0	0	1	0
denovo1446	1	0	0	0	0
denovo20255	0	0	0	1	0
denovo20254	0	0	0	1	0
denovo20259	0	0	1	0	0
denovo20258	1	0	0	0	0
denovo18715	0	0	0	1	0
denovo18714	0	0	0	0	1
denovo18717	0	0	0	1	0
denovo18716	0	0	1	0	0
denovo18711	0	0	1	0	0
denovo18710	1	0	0	0	0
denovo18713	0	0	0	1	0
denovo18712	1	0	0	0	0
denovo18719	3	0	0	0	0
denovo18718	0	0	0	1	0
denovo1828	1	0	0	0	0
denovo1829	0	0	1	0	0
denovo1826	0	1	0	0	0
denovo1827	0	0	1	0	0
denovo1824	0	0	1	0	0
denovo1825	0	1	0	0	0
denovo1822	0	0	0	0	1
denovo1823	1	0	0	0	0
denovo1820	0	0	0	0	1
denovo1821	0	0	0	4	0
denovo23502	0	1	0	0	0
denovo23503	0	1	0	0	0
denovo23500	0	0	1	0	0
denovo23501	0	0	1	0	0
denovo23506	0	0	1	0	0
denovo23507	0	1	0	0	1
denovo23504	0	0	1	0	0
denovo23505	0	0	1	0	0
denovo23508	0	0	0	0	1
denovo23509	0	0	0	1	0
denovo7877	5	0	0	0	0
denovo7876	0	0	0	1	0
denovo7875	0	0	1	0	0
denovo7874	0	0	1	0	0
denovo7873	1	0	0	0	0
denovo7872	0	2	0	0	0
denovo7871	0	0	0	1	0
denovo7870	1	0	0	0	0
denovo7879	1	0	0	0	0
denovo7878	0	0	2	1	0
denovo16658	0	0	2	1	0
denovo16659	0	1	0	0	0
denovo16652	0	1	0	0	0
denovo16653	0	0	0	1	0
denovo16650	0	0	0	0	1
denovo16651	0	1	1	0	0
denovo16656	0	0	0	0	1
denovo16657	0	1	0	0	0
denovo16654	0	0	0	0	1
denovo16655	0	1	0	0	0
denovo9440	1	0	0	0	0
denovo9441	0	0	0	1	0
denovo9442	1	2	2	0	0
denovo9443	0	0	1	0	0
denovo9444	1	0	0	0	0
denovo9445	0	0	1	0	0
denovo9446	0	0	1	0	0
denovo9447	0	0	1	0	0
denovo9448	0	0	0	1	0
denovo9449	2	0	0	0	0
denovo21614	0	1	0	0	0
denovo21615	0	19	51	72	58
denovo21616	0	1	0	0	0
denovo21617	0	0	0	1	0
denovo1318	1	0	0	0	0
denovo1319	1	0	0	0	0
denovo21612	0	0	0	1	0
denovo21613	0	0	0	0	1
denovo1314	0	0	2	0	0
denovo1315	0	0	0	1	0
denovo1316	0	2	0	0	0
denovo1317	0	0	0	0	1
denovo1310	0	1	0	0	0
denovo1311	0	0	0	1	0
denovo1312	0	0	1	0	0
denovo1313	1	0	0	0	0
denovo11389	1	0	0	0	0
denovo11388	1	0	0	0	0
denovo11381	0	0	0	1	0
denovo11380	0	0	0	1	0
denovo11383	0	1	0	0	0
denovo11382	0	0	0	1	0
denovo11385	0	0	0	1	0
denovo11384	1	0	0	0	0
denovo11387	0	0	1	0	0
denovo11386	0	0	1	0	0
denovo2759	0	0	1	0	0
denovo2758	0	0	0	1	0
denovo2755	0	1	0	0	0
denovo2754	0	0	0	1	0
denovo2757	1	0	0	0	0
denovo2756	0	1	0	0	0
denovo2751	0	1	0	0	0
denovo2750	0	0	0	0	1
denovo2753	0	0	0	0	1
denovo2752	0	0	2	0	0
denovo6049	0	2	3	0	0
denovo6048	0	0	0	1	0
denovo6045	1	0	0	0	0
denovo6044	1	0	0	0	0
denovo6047	0	2	0	0	0
denovo6046	0	1	0	0	0
denovo6041	0	4	2	0	0
denovo6040	1	0	0	0	0
denovo6043	0	0	0	1	0
denovo6042	0	1	0	0	0
denovo10162	1	0	0	0	0
denovo10163	0	0	1	0	0
denovo10160	0	1	0	0	0
denovo10161	1	0	0	0	0
denovo10166	1	0	0	0	0
denovo10167	1	0	0	0	0
denovo10164	0	0	0	0	1
denovo10165	0	0	1	0	0
denovo10168	0	0	1	0	1
denovo10169	2	0	0	0	0
denovo19202	0	1	0	1	0
denovo14635	0	0	1	0	0
denovo14632	0	0	1	0	0
denovo14633	0	0	0	1	1
denovo19206	0	0	1	0	0
denovo14631	0	0	0	1	0
denovo25610	0	0	1	1	2
denovo25611	0	0	0	1	0
denovo25612	0	0	1	1	0
denovo25613	0	1	0	3	1
denovo25614	0	1	0	0	0
denovo25615	0	1	0	0	0
denovo25616	3	1	0	2	3
denovo25617	1	0	0	0	0
denovo25618	0	0	0	1	0
denovo25619	0	1	0	0	0
denovo3402	0	1	0	1	0
denovo3403	0	0	1	0	0
denovo3400	1	0	0	0	0
denovo3401	0	0	1	0	0
denovo3406	0	0	0	2	0
denovo3407	0	0	0	2	0
denovo3404	0	1	0	0	0
denovo3405	0	0	0	1	0
denovo3408	0	0	1	0	0
denovo3409	0	0	1	0	0
denovo7312	0	0	1	0	0
denovo7313	0	0	1	0	0
denovo7310	0	0	0	1	0
denovo7311	0	0	0	0	1
denovo7316	0	0	0	0	1
denovo7317	0	0	0	1	0
denovo7314	0	1	0	0	0
denovo7315	0	0	1	0	0
denovo7318	0	0	1	0	0
denovo7319	0	0	0	1	0
denovo4757	0	0	1	0	0
denovo4756	0	0	0	1	0
denovo4755	0	0	0	3	0
denovo4754	0	0	0	1	0
denovo4753	0	1	0	0	0
denovo4752	0	0	0	1	0
denovo4751	0	0	1	0	0
denovo4750	0	0	1	0	0
denovo25467	0	0	0	1	0
denovo4759	1	0	0	0	0
denovo4758	0	1	1	0	0
denovo5804	0	0	0	0	1
denovo5805	0	0	1	0	0
denovo5806	1	0	0	0	0
denovo5807	0	0	0	1	0
denovo5800	1	0	0	0	0
denovo5801	0	1	0	0	0
denovo5802	2	0	0	0	0
denovo5803	0	0	0	1	0
denovo5808	0	0	0	1	0
denovo5809	0	0	0	1	0
denovo11671	0	1	0	0	0
denovo25469	0	0	1	0	0
denovo11670	0	1	0	0	0
denovo25468	0	0	0	1	0
denovo20631	1	0	0	0	0
denovo20630	0	0	1	0	0
denovo24709	0	0	1	0	0
denovo24708	0	1	0	0	0
denovo24701	0	1	0	0	0
denovo24401	0	1	3	0	0
denovo24700	0	1	0	0	0
denovo6869	0	0	0	1	0
denovo6868	1	0	3	0	0
denovo6867	0	0	0	1	0
denovo6866	1	0	0	0	0
denovo6865	1	0	0	0	0
denovo6864	0	1	0	0	0
denovo6863	0	0	0	0	1
denovo6862	0	0	0	1	0
denovo6861	0	0	0	1	0
denovo6860	0	0	1	0	0
denovo17242	0	1	0	0	0
denovo17243	0	1	0	0	0
denovo17240	0	0	1	0	0
denovo17241	0	0	1	0	0
denovo17246	0	0	0	3	1
denovo17247	1	0	0	0	0
denovo17244	0	0	0	1	0
denovo17245	0	0	1	0	0
denovo17248	0	1	0	0	0
denovo17249	0	0	0	1	0
denovo11589	0	0	0	1	0
denovo7728	0	1	0	0	0
denovo11587	0	0	1	0	0
denovo11586	0	1	0	0	0
denovo7725	0	0	0	1	0
denovo11584	0	0	0	1	0
denovo11583	0	1	0	8	7
denovo11582	0	1	0	0	0
denovo11581	0	0	1	0	0
denovo7720	0	0	0	1	0
denovo978	0	0	0	1	0
denovo979	0	0	1	0	0
denovo976	0	0	1	0	0
denovo977	0	2	0	0	0
denovo974	0	0	0	1	0
denovo975	0	1	0	0	0
denovo972	0	0	0	0	4
denovo973	0	1	0	0	0
denovo970	0	0	1	0	0
denovo971	0	1	0	0	0
denovo2418	0	0	0	1	0
denovo2419	0	0	0	1	0
denovo8564	0	0	1	0	0
denovo2412	0	0	1	0	0
denovo2413	0	0	1	0	0
denovo2410	0	0	1	0	1
denovo2411	1	0	0	0	0
denovo2416	0	0	0	2	0
denovo2417	0	0	0	1	0
denovo2414	0	1	1	0	0
denovo2415	0	0	1	0	0
denovo8677	0	0	1	0	0
denovo23986	0	1	0	0	0
denovo23987	0	9	2	1	0
denovo23984	0	0	0	1	0
denovo23985	0	2	0	0	0
denovo23982	0	0	0	1	0
denovo23983	0	0	0	1	1
denovo23980	0	0	0	1	0
denovo23981	0	0	1	0	0
denovo23988	0	1	0	0	0
denovo23989	0	0	0	0	3
denovo10360	0	0	0	1	0
denovo9935	0	0	0	1	0
denovo9936	0	0	1	0	0
denovo9937	0	0	1	0	0
denovo9930	0	0	2	1	0
denovo9931	0	0	1	0	0
denovo9932	0	0	0	1	0
denovo9933	0	0	0	0	1
denovo10368	0	0	0	1	0
denovo10369	2	0	1	0	0
denovo9938	0	0	0	1	0
denovo9939	0	0	2	0	0
denovo18175	0	0	0	1	0
denovo18174	0	0	1	0	0
denovo18177	1	0	0	0	0
denovo18176	0	1	0	0	0
denovo18171	2	1	12	15	8
denovo18170	0	0	1	0	0
denovo18173	3	0	0	0	0
denovo18172	0	0	1	0	0
denovo18179	0	0	0	1	0
denovo18178	0	0	1	0	0
denovo14845	1	0	0	0	0
denovo14844	1	0	0	0	0
denovo14847	1	0	0	0	0
denovo14846	0	0	0	1	0
denovo14841	0	1	0	0	0
denovo14840	0	0	1	0	0
denovo14843	1	0	0	0	0
denovo14842	0	0	0	1	0
denovo14849	0	0	0	1	0
denovo14848	0	0	0	1	0
denovo20860	1	0	0	0	0
denovo20861	0	0	0	0	1
denovo20862	0	1	0	0	0
denovo20863	0	0	0	1	0
denovo20864	0	0	0	2	0
denovo20865	0	0	0	0	2
denovo20866	0	1	0	0	0
denovo20867	1	0	0	0	0
denovo20868	0	0	0	0	1
denovo20869	0	0	1	0	0
denovo15464	0	1	0	0	0
denovo15465	1	0	0	0	0
denovo15466	0	1	0	0	0
denovo15467	0	0	1	0	0
denovo15460	0	1	0	0	0
denovo15461	0	1	0	0	0
denovo18289	0	0	0	0	1
denovo18288	0	0	0	1	1
denovo18287	0	2	0	0	0
denovo18286	0	1	0	0	0
denovo18285	0	0	0	0	1
denovo18284	1	0	0	0	0
denovo18283	0	1	0	0	0
denovo18282	0	0	1	0	0
denovo18281	0	0	1	0	0
denovo18280	0	0	0	0	1
denovo23149	0	0	1	0	0
denovo14599	0	0	1	0	0
denovo14598	0	0	1	0	0
denovo14597	0	0	1	0	0
denovo14596	0	1	0	0	0
denovo14595	0	0	0	1	0
denovo14594	0	0	0	1	0
