	Green	Pink	Brown	S1	S2
denovo19887	0	0	0	0	1
denovo19884	1	0	0	0	0
denovo19885	0	0	0	1	0
denovo19888	1	0	0	0	0
denovo19889	0	0	0	1	0
denovo19774	0	1	0	0	0
denovo19775	0	1	0	0	1
denovo19776	0	1	0	0	0
denovo19777	0	0	1	0	0
denovo19770	0	0	1	1	0
denovo19771	1	0	0	0	0
denovo19772	0	0	0	1	0
denovo19773	0	0	1	0	0
denovo19778	0	0	1	0	0
denovo19779	0	0	1	0	0
denovo4875	0	1	0	0	0
denovo15184	0	1	0	0	0
denovo4878	0	0	1	0	0
denovo4879	1	0	0	0	0
denovo639	0	1	0	0	0
denovo638	0	0	1	0	0
denovo631	0	0	0	1	0
denovo630	0	2	0	0	0
denovo633	0	0	1	0	0
denovo632	0	0	0	1	0
denovo635	1	0	0	0	0
denovo634	0	0	0	1	0
denovo637	0	1	1	0	0
denovo636	0	2	3	0	0
denovo9817	0	1	0	0	0
denovo15088	0	1	0	0	0
denovo15089	1	0	0	0	0
denovo15086	0	0	0	1	0
denovo15087	0	0	0	0	1
denovo15084	0	0	0	2	0
denovo15085	0	1	0	0	0
denovo15082	0	4	17	7	6
denovo15691	0	0	2	4	1
denovo15080	0	0	0	0	1
denovo15081	0	0	1	0	0
denovo9814	0	1	0	0	0
denovo15697	0	0	1	0	0
denovo9812	1	0	0	0	0
denovo9811	1	0	0	0	0
denovo9810	0	0	0	1	0
denovo10566	0	1	0	0	0
denovo10567	0	3	0	1	0
denovo10564	0	8	2	7	4
denovo10565	0	1	0	0	0
denovo10562	0	0	0	1	0
denovo10563	0	0	0	1	0
denovo10560	0	0	1	0	0
denovo10561	0	0	1	0	0
denovo10568	0	0	2	0	0
denovo10569	0	0	0	1	0
denovo14027	0	0	1	0	0
denovo14026	2	0	0	0	0
denovo14025	0	0	1	0	0
denovo14024	1	0	0	0	0
denovo14023	0	0	0	1	0
denovo14022	0	0	0	1	0
denovo14021	0	0	2	0	0
denovo14020	0	0	0	0	1
denovo13039	0	1	0	0	0
denovo13038	2	0	0	0	0
denovo14029	1	0	0	0	0
denovo14028	0	0	1	0	0
denovo21935	1	0	0	0	0
denovo21934	0	1	0	0	0
denovo21937	0	0	1	0	0
denovo21936	0	0	1	0	0
denovo21931	0	0	1	0	0
denovo21930	0	0	2	0	0
denovo21933	0	0	1	0	0
denovo21932	0	0	0	1	1
denovo21939	0	0	0	1	0
denovo21938	0	0	0	0	1
denovo21154	0	0	1	0	0
denovo11301	0	0	0	1	0
denovo18	0	0	1	0	0
denovo19	0	1	0	0	0
denovo12078	0	0	1	0	0
denovo12079	0	0	1	1	0
denovo12076	0	0	0	1	0
denovo12077	0	0	0	0	1
denovo12074	1	0	0	0	0
denovo12075	0	0	0	0	1
denovo12072	0	0	0	1	0
denovo8575	0	0	0	1	0
denovo12070	0	1	0	0	0
denovo12071	0	1	0	0	0
denovo11302	0	1	0	0	0
denovo11305	0	0	1	2	0
denovo11304	0	1	0	0	0
denovo18610	0	1	1	1	1
denovo18611	0	0	0	0	2
denovo18612	0	1	0	0	0
denovo18613	0	1	0	0	0
denovo17642	0	0	0	1	0
denovo17643	1	0	0	0	0
denovo17640	0	1	0	0	0
denovo17641	0	0	0	0	1
denovo18618	0	2	0	0	0
denovo18619	1	0	0	0	0
denovo11306	0	1	0	1	0
denovo17648	0	0	2	0	0
denovo17649	0	0	1	0	0
denovo22778	1	0	0	0	0
denovo22779	0	0	0	0	1
denovo22776	0	0	1	1	1
denovo22777	1	0	0	0	0
denovo22774	1	0	0	0	0
denovo22775	0	0	0	0	1
denovo22772	0	0	0	0	1
denovo22773	0	0	0	1	0
denovo22770	0	2	2	6	7
denovo22771	0	0	1	0	0
denovo23429	1	0	0	0	0
denovo23428	0	0	0	1	0
denovo23425	0	1	0	0	0
denovo23424	0	1	0	0	0
denovo23427	0	3	2	0	0
denovo23426	0	0	1	0	0
denovo23421	0	1	0	0	0
denovo23420	1	0	0	0	0
denovo23423	2	0	0	0	0
denovo23422	0	0	1	0	0
denovo20680	0	0	1	0	0
denovo20681	0	0	0	10	0
denovo20682	0	0	0	0	1
denovo20683	0	3	0	0	0
denovo20684	1	0	0	0	0
denovo20685	0	1	1	0	0
denovo20686	0	0	1	0	0
denovo20687	0	0	1	0	0
denovo20688	0	0	1	0	0
denovo20689	0	0	2	0	0
denovo15868	1	9	9	0	0
denovo15869	2	0	0	0	0
denovo15860	0	1	0	0	0
denovo15861	0	1	0	0	0
denovo15862	0	0	0	1	0
denovo15863	0	1	0	0	0
denovo15864	0	0	0	0	1
denovo15865	0	0	0	1	0
denovo15866	0	1	0	0	0
denovo15867	0	0	1	0	0
denovo17516	0	0	0	1	0
denovo18721	0	0	1	0	0
denovo17514	0	1	0	0	0
denovo5307	0	0	0	1	0
denovo5306	1	0	0	0	0
denovo5305	0	0	1	0	0
denovo17515	0	1	0	0	0
denovo5303	0	1	0	0	0
denovo5302	0	0	0	0	1
denovo5301	1	0	0	0	0
denovo5300	0	1	0	0	0
denovo17512	0	1	0	0	0
denovo5309	0	0	0	0	1
denovo17513	1	0	0	0	0
denovo21489	0	0	0	1	0
denovo21488	1	0	0	0	0
denovo21485	0	0	1	0	0
denovo21484	0	0	1	0	0
denovo21487	0	0	0	2	2
denovo21486	1	0	0	0	0
denovo21481	1	0	0	0	0
denovo21480	0	0	0	0	1
denovo21483	0	2	1	0	0
denovo21482	0	0	0	0	2
denovo16515	0	0	1	0	0
denovo16514	0	0	1	0	0
denovo16517	0	1	0	0	0
denovo16516	0	0	1	0	0
denovo16511	0	0	0	1	0
denovo16510	0	0	1	0	0
denovo16513	0	0	1	0	0
denovo16512	0	1	0	0	0
denovo16519	0	0	1	0	0
denovo16518	0	0	0	0	1
denovo10919	1	0	0	0	0
denovo10918	0	0	0	1	0
denovo10917	0	1	0	0	0
denovo10916	0	0	0	1	0
denovo10915	1	0	0	0	0
denovo10914	1	0	0	0	0
denovo10913	0	3	0	0	0
denovo10912	1	0	0	0	0
denovo10911	0	0	1	0	0
denovo10910	0	0	0	1	0
denovo21157	0	0	0	1	0
denovo21156	0	0	0	1	0
denovo21155	1	0	0	0	0
denovo3088	0	0	1	0	0
denovo21153	0	0	1	0	0
denovo21152	0	0	2	0	0
denovo21151	0	0	2	0	0
denovo21150	0	0	0	1	0
denovo1211	0	0	0	1	0
denovo1210	0	1	0	0	0
denovo1213	0	0	1	0	0
denovo1212	3	0	0	0	0
denovo1215	0	1	1	0	0
denovo1214	0	1	0	0	0
denovo21159	0	0	0	1	0
denovo21158	0	0	1	0	0
denovo14101	0	0	1	0	0
denovo2544	0	1	0	0	0
denovo2545	0	1	0	0	0
denovo2546	0	1	0	0	0
denovo2547	0	0	0	1	0
denovo2540	0	0	0	1	0
denovo2541	0	0	0	1	0
denovo2542	0	1	0	0	0
denovo2543	0	0	1	0	0
denovo2548	0	0	2	2	1
denovo2549	1	0	0	0	0
denovo6654	0	0	0	0	1
denovo6655	0	2	0	0	0
denovo6656	0	1	0	0	0
denovo6657	0	0	1	0	0
denovo6650	0	1	0	0	0
denovo6651	0	0	1	0	0
denovo6652	0	0	0	1	0
denovo6653	0	0	0	1	0
denovo22642	1	0	0	0	0
denovo6658	0	1	2	5	3
denovo6659	1	0	0	0	0
denovo22643	0	0	0	0	1
denovo22640	0	0	0	0	1
denovo22641	0	0	0	0	1
denovo2898	0	2	15	1	0
denovo2899	0	0	0	1	0
denovo2896	0	0	1	0	0
denovo2897	0	1	0	0	0
denovo2894	0	0	0	1	0
denovo2895	1	0	0	0	0
denovo2892	0	0	1	0	0
denovo2893	0	1	0	0	0
denovo2890	0	0	0	1	0
denovo2891	1	0	0	0	0
denovo14104	1	0	0	0	0
denovo25489	0	0	1	0	0
denovo25488	1	0	0	0	0
denovo25481	66	8	0	0	0
denovo25480	0	0	0	0	1
denovo25483	0	0	0	1	0
denovo25482	0	4	6	0	0
denovo25485	0	0	0	0	1
denovo25484	1	0	0	0	0
denovo25487	1	0	0	0	0
denovo25486	1	0	0	0	0
denovo10009	0	0	0	0	2
denovo10008	2	0	0	0	0
denovo10005	1	0	0	0	0
denovo10004	0	0	1	0	0
denovo10007	0	0	1	0	0
denovo10006	0	1	0	0	0
denovo10001	0	0	1	0	0
denovo10000	0	0	1	0	0
denovo10003	0	1	0	0	0
denovo10002	0	0	0	1	0
denovo14106	0	1	0	0	0
denovo19200	0	1	4	1	0
denovo14107	0	1	0	0	0
denovo19201	0	0	1	0	0
denovo15747	0	0	1	0	0
denovo7219	0	0	1	0	0
denovo7218	1	0	0	0	0
denovo7217	0	0	0	1	0
denovo7216	0	2	2	0	0
denovo7215	0	0	0	1	0
denovo7214	0	1	1	1	0
denovo7213	0	0	0	1	0
denovo7212	0	0	1	0	1
denovo7211	0	0	0	2	0
denovo7210	0	1	0	0	0
denovo4490	0	0	1	0	0
denovo4491	0	0	0	1	0
denovo4492	0	0	0	1	0
denovo4493	0	1	0	0	0
denovo4494	0	0	0	1	0
denovo4495	0	0	1	0	0
denovo4496	1	1	0	0	0
denovo4497	0	0	0	1	0
denovo4498	0	0	1	0	0
denovo4499	1	0	0	0	0
denovo25191	0	0	0	1	0
denovo17369	0	1	0	0	0
denovo17368	0	0	0	5	0
denovo17365	0	1	0	0	0
denovo17364	0	0	3	0	0
denovo17367	0	0	0	0	1
denovo17366	0	1	0	0	0
denovo17361	0	1	0	2	0
denovo17360	1	0	0	0	0
denovo17363	1	0	0	0	0
denovo17362	0	0	2	0	0
denovo15501	0	1	0	0	0
denovo24536	0	0	1	0	0
denovo24537	1	0	0	0	0
denovo24534	0	1	0	0	0
denovo24535	0	0	1	0	0
denovo24532	0	0	0	0	1
denovo24533	0	0	0	1	0
denovo24530	0	0	0	1	0
denovo24531	0	0	1	0	0
denovo24538	0	0	0	1	0
denovo24539	0	1	0	0	0
denovo1329	0	1	0	0	0
denovo1328	0	0	2	0	0
denovo8304	0	0	0	1	0
denovo1327	0	1	0	0	0
denovo1326	0	1	1	0	0
denovo8838	0	1	0	0	0
denovo8839	0	0	1	0	0
denovo8836	0	8	7	7	6
denovo8837	0	1	1	0	0
denovo8834	1	0	0	0	0
denovo8835	0	1	0	0	0
denovo8832	2	0	0	0	0
denovo8833	0	0	1	0	0
denovo8830	0	0	0	1	0
denovo8831	0	0	1	0	0
denovo21016	0	1	0	0	0
denovo21017	2	1	1	0	0
denovo21014	1	0	0	0	0
denovo21015	0	1	0	0	0
denovo21012	0	2	0	0	0
denovo21013	0	0	1	0	0
denovo21010	0	0	0	1	0
denovo21011	0	1	0	0	0
denovo21018	0	0	1	0	0
denovo21019	0	1	1	1	0
denovo359	1	0	0	0	0
denovo10243	1	0	0	0	0
denovo10242	0	148	46	23	40
denovo10241	1	0	0	0	0
denovo10240	0	1	0	0	0
denovo10247	0	0	1	0	0
denovo10246	1	0	0	0	0
denovo10245	0	0	1	0	0
denovo10244	3	0	0	0	0
denovo10249	0	0	1	0	0
denovo10248	0	0	1	0	0
denovo18030	0	0	0	1	0
denovo18031	0	0	0	1	0
denovo18032	0	0	0	1	1
denovo18033	0	0	0	1	0
denovo18034	2	0	0	0	0
denovo18035	1	0	0	0	0
denovo18036	0	1	0	0	0
denovo18037	0	1	0	0	0
denovo18038	0	0	0	1	0
denovo18039	0	0	0	1	0
denovo13916	0	0	0	1	0
denovo13917	1	0	0	0	0
denovo13914	0	0	0	1	0
denovo13915	0	1	0	0	0
denovo13912	1	1	0	0	0
denovo13913	0	0	0	0	1
denovo13910	0	1	0	0	0
denovo13911	0	0	3	0	0
denovo13918	0	0	0	1	0
denovo13919	0	1	0	0	0
denovo20943	1	0	0	0	0
denovo20942	0	0	1	2	0
denovo20941	0	1	0	0	0
denovo20940	0	1	0	0	0
denovo20947	0	0	1	0	0
denovo20946	0	1	0	0	0
denovo20945	0	0	0	0	1
denovo20944	0	0	0	0	1
denovo20949	0	0	0	1	2
denovo20948	0	0	1	0	0
denovo10795	1	0	0	0	0
denovo10794	0	2	0	0	0
denovo10797	1	0	0	0	0
denovo10796	1	0	0	0	0
denovo10791	0	0	0	1	0
denovo10790	0	0	0	0	1
denovo10793	0	1	0	0	0
denovo10792	0	0	0	1	0
denovo10799	1	1	0	0	0
denovo10798	0	1	0	0	0
denovo15549	0	0	0	1	0
denovo15548	0	1	0	0	0
denovo14498	0	1	0	0	0
denovo14499	0	0	1	0	0
denovo14492	0	1	0	2	0
denovo14493	0	0	0	1	0
denovo14490	0	1	0	0	0
denovo14491	0	0	1	0	0
denovo14496	0	0	0	1	0
denovo14497	0	0	0	1	0
denovo14494	1	0	0	0	0
denovo14495	0	1	0	0	0
denovo22099	0	0	0	1	0
denovo22098	0	2	0	0	0
denovo22097	0	0	0	0	2
denovo22096	0	0	0	1	0
denovo22095	0	0	1	0	0
denovo22094	0	0	0	1	0
denovo22093	1	0	0	0	0
denovo22092	0	0	0	1	0
denovo22091	1	0	0	0	0
denovo22090	0	1	0	0	0
denovo13264	0	0	1	0	0
denovo13265	0	7	20	6	4
denovo13266	1	0	0	0	0
denovo13267	0	0	1	0	0
denovo13260	0	0	0	1	0
denovo13261	0	0	0	1	0
denovo13262	0	0	1	0	0
denovo13263	0	0	0	0	1
denovo13268	0	0	0	1	0
denovo13269	1	0	0	0	0
denovo16186	1	0	0	0	0
denovo12799	0	0	0	1	0
denovo12798	0	0	0	1	0
denovo12797	1	0	0	0	0
denovo12796	0	0	0	1	0
denovo12795	1	0	0	0	0
denovo12794	0	0	1	0	0
denovo12793	0	0	1	0	0
denovo12792	1	0	0	0	0
denovo12791	0	0	0	1	0
denovo12790	0	0	1	0	0
denovo16185	1	0	0	0	0
denovo16182	0	0	0	1	0
denovo16183	0	1	1	1	7
denovo22639	0	0	1	1	0
denovo22638	0	0	0	1	0
denovo16180	5	0	0	1	0
denovo22633	0	0	0	3	0
denovo22632	0	1	0	0	0
denovo22631	0	20	0	1	1
denovo16181	0	0	0	0	1
denovo22637	2	1	0	0	0
denovo22636	0	0	1	0	0
denovo22635	0	0	0	1	0
denovo22634	0	0	1	0	0
denovo23328	0	0	0	1	0
denovo23329	1	0	0	0	0
denovo23326	0	0	0	0	1
denovo23327	1	0	0	0	0
denovo23324	0	0	2	0	0
denovo23325	0	0	0	0	1
denovo23322	0	1	0	0	0
denovo23323	0	0	0	1	0
denovo23320	0	0	0	1	0
denovo23321	0	0	0	1	0
denovo16188	1	0	0	0	0
denovo16189	0	0	0	1	0
denovo1538	0	0	0	1	0
denovo1539	0	1	0	0	0
denovo1530	0	0	0	1	0
denovo1531	0	0	0	1	0
denovo1532	0	0	0	1	0
denovo1533	0	0	1	0	0
denovo1534	0	0	0	1	0
denovo1535	0	0	1	0	0
denovo1536	0	3	3	1	0
denovo1537	0	0	0	0	1
denovo12139	0	1	0	0	0
denovo12138	1	0	0	0	0
denovo12133	2	0	0	0	0
denovo12132	0	0	0	1	0
denovo12131	0	0	1	0	0
denovo12130	4	0	0	0	0
denovo12137	1	0	0	0	0
denovo12136	0	1	0	0	0
denovo12135	0	0	1	0	0
denovo12134	0	1	0	0	0
denovo17563	0	0	1	0	0
denovo17562	1	0	0	0	0
denovo17561	1	0	0	0	0
denovo17560	0	0	0	0	1
denovo17567	0	1	0	0	0
denovo17566	1	0	0	0	0
denovo17565	0	0	0	0	1
denovo17564	0	0	0	0	1
denovo18795	0	0	1	0	0
denovo18794	0	0	0	1	0
denovo17569	0	0	1	2	0
denovo17568	0	2	0	0	0
denovo18791	0	0	0	1	0
denovo18790	0	0	1	0	0
denovo18793	0	1	0	0	0
denovo18792	0	0	0	1	0
denovo8319	0	0	0	1	0
denovo8318	0	0	0	0	1
denovo8313	0	0	0	0	1
denovo8312	0	0	1	0	0
denovo8311	0	1	0	0	0
denovo8310	0	1	0	0	0
denovo8317	0	0	1	0	0
denovo8316	0	0	0	0	1
denovo8315	0	0	1	0	0
denovo8314	0	0	0	1	0
denovo20169	0	0	0	1	0
denovo20168	0	1	0	0	0
denovo20165	0	1	0	0	0
denovo20164	0	0	1	0	0
denovo20167	0	1	0	0	0
denovo20166	0	0	0	2	0
denovo20161	1	0	0	0	0
denovo20160	1	0	0	0	0
denovo20163	0	1	0	0	0
denovo20162	2	0	0	0	0
denovo18867	0	0	0	2	0
denovo18866	0	2	1	0	0
denovo18865	0	0	0	1	0
denovo18864	0	1	0	0	0
denovo18863	0	0	2	0	0
denovo18862	0	0	1	0	0
denovo18861	0	0	1	0	0
denovo2747	0	0	1	0	0
denovo24675	0	1	0	0	0
denovo24674	0	0	1	0	0
denovo24677	0	0	1	0	0
denovo24676	0	0	0	1	0
denovo24671	1	0	0	0	0
denovo2744	0	0	0	4	2
denovo18869	0	0	0	0	1
denovo18868	0	0	1	0	0
denovo9292	1	0	0	0	0
denovo2742	1	0	0	0	0
denovo2743	0	1	0	0	0
denovo2740	0	0	0	1	0
denovo2741	0	0	1	0	0
denovo25078	0	0	4	0	0
denovo25079	0	0	0	1	0
denovo25074	0	5	3	0	0
denovo25075	0	0	0	1	0
denovo25076	0	1	0	0	0
denovo25077	0	0	0	0	1
denovo25070	0	1	0	0	0
denovo25071	2	0	0	0	0
denovo25072	1	0	0	0	0
denovo25073	0	1	0	0	0
denovo5534	0	1	0	0	0
denovo5535	0	0	0	0	1
denovo5536	0	0	1	1	0
denovo5537	0	1	0	0	0
denovo5530	0	0	1	0	0
denovo5531	1	0	1	0	0
denovo5532	0	0	1	0	0
denovo5533	0	0	1	0	0
denovo5538	0	0	1	0	0
denovo5539	0	0	1	0	0
denovo13431	0	0	0	1	0
denovo13430	0	0	0	1	0
denovo13433	0	0	1	0	0
denovo9192	0	0	1	0	0
denovo9193	0	0	1	0	0
denovo9190	0	0	0	1	0
denovo9191	1	0	0	0	0
denovo9196	0	1	0	0	0
denovo9197	0	0	0	1	0
denovo9194	0	0	1	0	0
denovo9195	0	0	0	0	1
denovo13435	0	1	0	0	0
denovo9198	0	1	0	0	0
denovo9199	0	0	0	1	0
denovo13434	0	0	3	1	1
denovo14425	1	0	0	0	0
denovo14424	0	1	0	0	0
denovo25698	0	1	0	0	0
denovo25699	0	0	0	0	1
denovo25690	0	1	0	0	0
denovo25691	0	0	1	0	0
denovo25692	0	0	1	0	0
denovo25693	0	0	0	0	1
denovo25694	0	0	1	0	0
denovo25695	0	0	0	1	0
denovo25696	13	20	0	1	1
denovo25697	0	1	0	0	0
denovo3268	0	1	0	0	0
denovo3269	0	0	1	0	0
denovo3266	0	0	1	0	0
denovo3267	0	1	0	0	0
denovo3264	1	0	0	0	0
denovo3265	0	2	1	0	0
denovo3262	1	0	0	0	0
denovo3263	1	0	0	0	0
denovo3260	0	0	0	0	1
denovo3261	0	0	0	0	1
denovo20149	0	0	0	1	0
denovo20148	0	1	0	0	0
denovo22252	0	0	1	0	0
denovo6379	0	0	1	0	0
denovo6378	0	0	0	1	0
denovo6377	0	2	0	0	0
denovo6376	0	0	0	1	0
denovo6375	0	1	0	0	0
denovo6374	0	0	0	1	2
denovo6373	0	0	0	0	1
denovo6372	0	0	0	1	0
denovo6371	0	0	1	0	0
denovo6370	0	0	1	0	0
denovo20143	0	0	1	0	0
denovo20142	0	0	0	1	0
denovo4281	1	0	0	0	0
denovo4280	3	0	0	0	0
denovo4283	0	0	0	1	0
denovo4282	0	0	1	0	0
denovo4285	0	1	0	0	0
denovo4284	0	0	0	1	0
denovo4287	0	1	0	0	0
denovo4286	0	0	0	1	0
denovo4289	0	1	0	0	0
denovo4288	0	1	0	0	0
denovo3488	1	0	0	0	0
denovo3489	0	0	0	0	1
denovo3482	1	0	0	0	0
denovo3483	0	0	0	1	0
denovo3480	1	0	0	0	0
denovo3481	0	0	1	0	0
denovo3486	0	0	7	0	0
denovo3487	0	0	1	0	0
denovo3484	0	0	0	1	0
denovo3485	0	0	0	1	0
denovo7398	0	0	0	0	1
denovo7399	33	1	0	2	0
denovo7392	0	0	0	1	0
denovo7393	0	0	1	1	0
denovo7390	0	0	0	0	1
denovo7391	1	0	0	0	0
denovo7396	0	1	0	0	0
denovo7397	0	0	0	6	4
denovo7394	0	0	0	1	0
denovo7395	1	0	0	0	0
denovo24653	0	3	1	1	0
denovo5888	0	1	0	0	0
denovo5889	0	1	0	0	0
denovo24652	0	1	0	0	0
denovo5884	0	1	0	0	0
denovo5885	0	1	0	0	0
denovo5886	1	0	0	0	0
denovo5887	1	0	0	0	0
denovo5880	0	0	0	1	0
denovo5881	0	0	1	0	0
denovo5882	3	0	0	2	0
denovo5883	0	1	0	0	0
denovo24650	0	2	0	0	0
denovo24657	0	2	1	1	0
denovo24656	0	0	0	2	0
denovo7028	1	0	0	0	0
denovo7029	0	0	0	1	1
denovo7024	0	0	0	1	0
denovo7025	0	3	6	6	2
denovo7026	0	0	0	1	0
denovo7027	0	1	0	0	0
denovo7020	12	2	0	0	0
denovo7021	0	0	0	1	2
denovo7022	1	0	0	0	0
denovo7023	0	0	0	1	0
denovo22237	0	0	0	1	0
denovo11411	0	0	1	0	0
denovo11410	0	1	0	0	0
denovo448	0	0	0	0	1
denovo449	1	0	0	0	0
denovo446	0	0	2	0	0
denovo447	0	0	0	2	0
denovo444	0	0	1	0	0
denovo445	0	1	0	0	0
denovo442	1	0	0	0	0
denovo443	0	0	0	1	0
denovo440	1	0	0	0	0
denovo441	1	0	0	0	0
denovo19228	0	1	0	0	0
denovo19229	0	0	1	0	0
denovo19222	1	0	0	0	0
denovo19223	1	0	0	0	0
denovo19220	0	1	0	0	0
denovo19221	0	0	1	0	0
denovo19226	1	0	0	0	0
denovo19227	0	0	1	0	0
denovo19224	0	1	0	0	0
denovo19225	0	0	0	1	0
denovo25278	0	0	1	0	0
denovo23128	0	0	0	1	0
denovo23129	1	0	0	0	0
denovo23124	1	0	0	0	0
denovo23125	0	0	0	1	0
denovo23126	0	1	0	0	0
denovo23127	0	0	0	1	0
denovo23120	1	0	0	0	0
denovo23121	0	1	0	0	0
denovo23122	0	1	0	0	0
denovo23123	0	1	0	0	0
denovo1738	0	1	0	0	0
denovo1739	0	2	3	4	11
denovo1736	0	0	0	2	0
denovo1737	0	0	0	1	0
denovo1734	1	0	0	0	0
denovo1735	1	0	0	0	0
denovo1732	0	0	1	0	0
denovo1733	3	0	0	0	0
denovo1730	0	0	0	0	1
denovo1731	0	0	0	0	1
denovo23696	0	0	0	0	1
denovo23697	0	0	1	0	0
denovo23694	0	0	1	0	0
denovo23695	0	0	1	0	0
denovo23692	0	1	0	0	0
denovo23693	0	0	0	0	1
denovo23690	0	0	1	0	0
denovo23691	1	0	0	0	0
denovo23698	0	0	1	0	0
denovo23699	0	0	0	2	0
denovo1080	0	0	0	1	0
denovo1081	0	1	0	0	0
denovo1082	0	1	0	1	0
denovo1083	0	0	0	0	1
denovo1084	0	0	1	0	0
denovo1085	0	1	0	0	0
denovo1086	0	0	0	1	0
denovo1087	0	0	0	1	0
denovo1088	0	0	1	0	0
denovo1089	0	0	0	1	0
denovo24473	0	1	0	0	0
denovo24472	0	0	0	0	1
denovo24471	0	1	0	0	0
denovo24470	0	0	0	1	0
denovo24477	0	1	0	0	0
denovo24476	0	0	0	0	1
denovo24475	1	0	0	0	0
denovo24474	1	0	0	0	0
denovo24479	0	2	0	0	0
denovo24478	0	0	1	0	0
denovo15063	0	0	1	0	0
denovo16948	0	1	0	0	0
denovo16949	0	0	2	0	0
denovo16942	0	0	1	0	0
denovo16943	0	1	0	0	0
denovo16940	1	0	0	0	0
denovo16941	0	0	1	0	0
denovo16946	0	1	0	0	0
denovo16947	1	0	0	0	0
denovo16944	0	0	2	0	0
denovo16945	0	0	0	1	0
denovo20576	1	0	0	0	0
denovo20577	1	0	0	0	0
denovo20574	0	0	0	1	0
denovo20575	0	1	0	0	0
denovo20572	0	3	8	1	0
denovo20573	1	0	0	0	0
denovo20570	0	10	25	21	13
denovo20571	0	1	0	0	0
denovo17884	0	0	1	0	0
denovo20578	0	0	0	2	0
denovo20579	0	0	0	0	1
denovo9350	0	0	1	0	0
denovo9351	1	0	0	0	0
denovo9352	0	0	0	1	0
denovo9353	0	0	1	0	0
denovo9354	1	0	0	0	0
denovo9355	0	0	0	1	0
denovo9356	0	1	0	0	0
denovo9357	0	0	0	0	1
denovo9358	1	0	0	0	0
denovo9359	0	0	0	1	0
denovo23908	0	3	0	0	0
denovo23909	0	0	1	0	0
denovo23906	0	0	0	1	0
denovo23907	0	0	0	0	1
denovo23904	1	0	0	0	0
denovo23905	1	0	0	0	0
denovo23902	1	4	0	0	0
denovo23903	0	1	0	0	0
denovo23900	0	0	0	1	0
denovo23901	0	0	0	0	1
denovo129	0	1	0	0	0
denovo128	0	0	0	0	1
denovo121	0	0	0	1	0
denovo120	0	0	1	0	0
denovo123	0	0	0	1	0
denovo122	0	2	0	0	0
denovo125	0	0	1	0	0
denovo124	0	1	0	0	0
denovo127	0	0	1	0	0
denovo126	0	1	1	0	0
denovo21225	1	0	0	0	0
denovo21224	0	0	1	0	0
denovo21227	0	1	0	0	0
denovo21226	0	1	0	0	0
denovo21221	1	0	0	0	0
denovo21220	0	1	0	0	0
denovo21223	0	1	0	0	0
denovo21222	0	0	0	0	1
denovo21229	1	0	0	0	0
denovo21228	0	0	0	0	1
denovo4047	0	1	0	0	0
denovo4046	0	0	0	3	0
denovo4045	0	0	1	0	0
denovo4044	0	0	1	0	0
denovo4043	0	0	0	1	0
denovo4042	0	0	1	0	0
denovo4041	0	0	1	0	0
denovo4040	1	3	0	0	0
denovo4049	0	0	1	0	0
denovo4048	0	0	0	1	0
denovo10452	0	1	0	0	0
denovo10453	1	0	0	0	0
denovo10450	0	0	0	1	0
denovo10451	0	2	0	0	0
denovo10456	0	9	20	74	43
denovo10457	0	0	0	0	1
denovo10454	0	1	0	0	0
denovo10455	1	0	0	0	0
denovo10458	0	0	1	0	0
denovo10459	0	0	0	1	0
denovo4874	0	2	0	0	0
denovo18207	0	0	0	0	2
denovo18206	0	1	0	0	0
denovo18205	2	0	0	0	0
denovo18204	0	1	0	0	0
denovo18203	0	0	1	0	0
denovo18202	0	0	1	0	0
denovo18201	0	0	0	0	1
denovo18200	0	0	1	0	0
denovo18209	0	0	0	0	1
denovo18208	0	0	1	0	0
denovo14517	2	0	0	0	0
denovo14516	1	0	0	0	0
denovo14515	1	0	0	0	0
denovo14514	0	1	0	0	0
denovo14513	0	1	0	0	0
denovo14512	0	1	0	0	0
denovo14511	0	0	0	1	0
denovo14510	0	0	0	0	1
denovo14519	0	0	0	1	0
denovo14518	0	0	0	1	0
denovo17156	0	0	0	0	1
denovo17157	0	0	1	0	0
denovo17154	0	0	1	0	0
denovo17155	0	0	1	2	0
denovo17152	0	0	1	0	0
denovo17153	0	0	0	0	1
denovo17150	0	1	0	0	0
denovo17151	0	0	0	0	1
denovo17158	1	0	0	0	0
denovo17159	0	1	0	0	0
denovo3819	0	0	1	0	0
denovo3818	1	0	0	0	0
denovo3815	0	0	0	0	2
denovo3814	0	0	1	0	0
denovo3817	0	0	0	1	0
denovo3816	0	3	4	18	41
denovo3811	0	0	0	1	0
denovo3810	0	1	0	0	0
denovo3813	0	1	0	0	0
denovo3812	0	1	0	0	0
denovo16205	0	0	1	0	0
denovo16204	0	0	0	1	0
denovo16207	0	0	0	0	1
denovo16206	0	0	1	0	0
denovo16201	1	0	0	0	0
denovo16200	0	0	1	0	0
denovo16203	1	0	0	0	0
denovo16202	0	1	0	0	0
denovo16209	0	1	0	0	0
denovo16208	0	0	1	0	0
denovo6559	0	0	1	0	0
denovo6558	0	0	0	1	0
denovo6557	0	0	1	0	0
denovo6556	0	0	1	0	0
denovo6555	0	0	1	0	0
denovo6554	0	0	1	0	0
denovo6553	0	0	2	1	0
denovo6552	1	0	0	0	0
denovo6551	0	0	1	0	0
